x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
19.1053,164.0556,0.0000,1.5696,100.0000,0,0,0,0,0
19.1062,165.0556,0.0000,1.5702,100.0000,0,0,0,0,0
19.1065,166.0555,0.0000,1.5708,100.0000,0,0,0,0,0
19.1062,167.0554,0.0000,1.5715,100.0000,0,0,0,0,0
19.1052,168.0552,0.0000,1.5722,100.0000,0,0,0,0,0
19.1034,169.0553,0.0000,1.5730,100.0000,0,0,0,0,0
19.1007,170.0546,0.0000,1.5739,100.0000,0,0,0,0,0
19.0971,171.0547,0.0000,1.5749,100.0000,0,0,0,0,0
19.0925,172.0551,0.0000,1.5758,100.0000,0,0,0,0,0
19.0871,173.0548,0.0000,1.5766,100.0000,0,0,0,0,0
19.0810,174.0549,0.0000,1.5772,100.0000,0,0,0,0,0
19.0742,175.0548,0.0000,1.5778,100.0000,0,0,0,0,0
19.0670,176.0548,0.0000,1.5783,100.0000,0,0,0,0,0
19.0593,177.0547,0.0000,1.5786,100.0000,0,0,0,0,0
19.0514,178.0546,0.0000,1.5788,100.0000,0,0,0,0,0
19.0432,179.0545,0.0000,1.5790,100.0000,0,0,0,0,0
19.0351,180.0544,0.0000,1.5790,100.0000,0,0,0,0,0
19.0269,181.0544,0.0000,1.5789,100.0000,0,0,0,0,0
19.0189,182.0543,0.0000,1.5787,100.0000,0,0,0,0,0
19.0112,183.0542,0.0000,1.5784,100.0000,0,0,0,0,0
19.0038,184.0541,0.0000,1.5780,100.0000,0,0,0,0,0
18.9968,185.0541,0.0000,1.5775,100.0000,0,0,0,0,0
18.9904,186.0540,0.0000,1.5769,100.0000,0,0,0,0,0
18.9847,187.0539,0.0000,1.5762,100.0000,0,0,0,0,0
18.9797,188.0539,0.0000,1.5754,100.0000,0,0,0,0,0
18.9755,189.0539,0.0000,1.5745,100.0000,0,0,0,0,0
18.9722,190.0539,0.0000,1.5736,100.0000,0,0,0,0,0
18.9699,191.0539,0.0000,1.5726,100.0000,0,0,0,0,0
18.9686,192.0540,0.0000,1.5715,100.0000,0,0,0,0,0
18.9685,193.0538,0.0000,1.5704,100.0000,0,0,0,0,0
18.9695,194.0546,0.0000,1.5691,100.0000,0,0,0,0,0
18.9718,195.0557,0.0000,1.5679,100.0000,0,0,0,0,0
18.9754,196.0552,0.0000,1.5666,100.0000,0,0,0,0,0
18.9802,197.0536,0.0000,1.5654,100.0000,0,0,0,0,0
18.9861,198.0543,0.0000,1.5643,100.0000,0,0,0,0,0
18.9931,199.0539,0.0000,1.5634,100.0000,0,0,0,0,0
19.0010,200.0539,0.0000,1.5625,100.0000,0,0,0,0,0
19.0096,201.0538,0.0000,1.5618,100.0000,0,0,0,0,0
19.0189,202.0537,0.0000,1.5612,100.0000,0,0,0,0,0
19.0288,203.0537,0.0000,1.5607,100.0000,0,0,0,0,0
19.0391,204.0537,0.0000,1.5603,100.0000,0,0,0,0,0
19.0498,205.0536,0.0000,1.5599,100.0000,0,0,0,0,0
19.0608,206.0536,0.0000,1.5597,100.0000,0,0,0,0,0
19.0720,207.0535,0.0000,1.5596,100.0000,0,0,0,0,0
19.0833,208.0535,0.0000,1.5595,100.0000,0,0,0,0,0
19.0946,209.0535,0.0000,1.5595,100.0000,0,0,0,0,0
19.1058,210.0534,0.0000,1.5597,100.0000,0,0,0,0,0
19.1169,211.0534,0.0000,1.5599,100.0000,0,0,0,0,0
19.1277,212.0534,0.0000,1.5601,100.0000,0,0,0,0,0
19.1382,213.0533,0.0000,1.5605,100.0000,0,0,0,0,0
19.1483,214.0533,0.0000,1.5609,100.0000,0,0,0,0,0
19.1580,215.0533,0.0000,1.5614,100.0000,0,0,0,0,0
19.1671,216.0533,0.0000,1.5620,100.0000,0,0,0,0,0
19.1756,217.0533,0.0000,1.5627,100.0000,0,0,0,0,0
19.1833,218.0533,0.0000,1.5634,100.0000,0,0,0,0,0
19.1904,219.0533,0.0000,1.5642,100.0000,0,0,0,0,0
19.1965,220.0533,0.0000,1.5651,100.0000,0,0,0,0,0
19.2018,221.0534,0.0000,1.5660,100.0000,0,0,0,0,0
19.2061,222.0533,0.0000,1.5671,100.0000,0,0,0,0,0
19.2093,223.0535,0.0000,1.5682,100.0000,0,0,0,0,0
19.2113,224.0534,0.0000,1.5693,100.0000,0,0,0,0,0
19.2122,225.0534,0.0000,1.5705,100.0000,0,0,0,0,0
19.2119,226.0533,0.0000,1.5716,100.0000,0,0,0,0,0
19.2105,227.0534,0.0000,1.5726,100.0000,0,0,0,0,0
19.2082,228.0534,0.0000,1.5736,100.0000,0,0,0,0,0
19.2049,229.0534,0.0000,1.5745,100.0000,0,0,0,0,0
19.2008,230.0534,0.0000,1.5753,100.0000,0,0,0,0,0
19.1959,231.0534,0.0000,1.5761,100.0000,0,0,0,0,0
19.1902,232.0534,0.0000,1.5768,100.0000,0,0,0,0,0
19.1840,233.0534,0.0000,1.5774,100.0000,0,0,0,0,0
19.1771,234.0534,0.0000,1.5779,100.0000,0,0,0,0,0
19.1698,235.0534,0.0000,1.5784,100.0000,0,0,0,0,0
19.1620,236.0534,0.0000,1.5788,100.0000,0,0,0,0,0
19.1538,237.0533,0.0000,1.5791,100.0000,0,0,0,0,0
19.1454,238.0533,0.0000,1.5794,100.0000,0,0,0,0,0
19.1367,239.0533,0.0000,1.5795,100.0000,0,0,0,0,0
19.1279,240.0533,0.0000,1.5797,100.0000,0,0,0,0,0
19.1190,241.0533,0.0000,1.5797,100.0000,0,0,0,0,0
19.1101,242.0533,0.0000,1.5797,100.0000,0,0,0,0,0
19.1012,243.0532,0.0000,1.5796,100.0000,0,0,0,0,0
19.0925,244.0532,0.0000,1.5794,100.0000,0,0,0,0,0
19.0841,245.0532,0.0000,1.5791,100.0000,0,0,0,0,0
19.0759,246.0531,0.0000,1.5788,100.0000,0,0,0,0,0
19.0681,247.0531,0.0000,1.5783,100.0000,0,0,0,0,0
19.0608,248.0531,0.0000,1.5778,100.0000,0,0,0,0,0
19.0541,249.0530,0.0000,1.5772,100.0000,0,0,0,0,0
19.0479,250.0531,0.0000,1.5765,100.0000,0,0,0,0,0
19.0426,251.0526,0.0000,1.5758,100.0000,0,0,0,0,0
19.0380,252.0535,0.0000,1.5749,100.0000,0,0,0,0,0
19.0344,253.0527,0.0000,1.5739,100.0000,0,0,0,0,0
19.0318,254.0519,0.0000,1.5729,100.0000,0,0,0,0,0
19.0301,255.0536,0.0000,1.5720,100.0000,0,0,0,0,0
19.0294,256.0529,0.0000,1.5711,100.0000,0,0,0,0,0
19.0295,257.0533,0.0000,1.5703,100.0000,0,0,0,0,0
19.0305,258.0532,0.0000,1.5695,100.0000,0,0,0,0,0
19.0321,259.0533,0.0000,1.5688,100.0000,0,0,0,0,0
19.0344,260.0533,0.0000,1.5682,100.0000,0,0,0,0,0
19.0373,261.0533,0.0000,1.5676,100.0000,0,0,0,0,0
19.0408,262.0533,0.0000,1.5671,100.0000,0,0,0,0,0
19.0446,263.0533,0.0000,1.5667,100.0000,0,0,0,0,0
19.0489,264.0533,0.0000,1.5664,100.0000,0,0,0,0,0
19.0534,265.0533,0.0000,1.5662,100.0000,0,0,0,0,0
19.0582,266.0532,0.0000,1.5660,100.0000,0,0,0,0,0
19.0631,267.0532,0.0000,1.5659,100.0000,0,0,0,0,0
19.0680,268.0532,0.0000,1.5659,100.0000,0,0,0,0,0
19.0728,269.0532,0.0000,1.5660,100.0000,0,0,0,0,0
19.0775,270.0531,0.0000,1.5662,100.0000,0,0,0,0,0
19.0820,271.0531,0.0000,1.5665,100.0000,0,0,0,0,0
19.0861,272.0530,0.0000,1.5669,100.0000,0,0,0,0,0
19.0898,273.0530,0.0000,1.5674,100.0000,0,0,0,0,0
19.0929,274.0529,0.0000,1.5680,100.0000,0,0,0,0,0
19.0954,275.0529,0.0000,1.5687,100.0000,0,0,0,0,0
19.0972,276.0529,0.0000,1.5695,100.0000,0,0,0,0,0
19.0981,277.0526,0.0000,1.5704,100.0000,0,0,0,0,0
19.0980,278.0531,0.0000,1.5714,100.0000,0,0,0,0,0
19.0968,279.0524,0.0000,1.5725,100.0000,0,0,0,0,0
19.0945,280.0521,0.0000,1.5737,100.0000,0,0,0,0,0
19.0911,281.0530,0.0000,1.5747,100.0000,0,0,0,0,0
19.0867,282.0527,0.0000,1.5756,100.0000,0,0,0,0,0
19.0815,283.0528,0.0000,1.5764,100.0000,0,0,0,0,0
19.0756,284.0528,0.0000,1.5770,100.0000,0,0,0,0,0
19.0690,285.0528,0.0000,1.5776,100.0000,0,0,0,0,0
19.0620,286.0528,0.0000,1.5780,100.0000,0,0,0,0,0
19.0547,287.0528,0.0000,1.5783,100.0000,0,0,0,0,0
19.0471,288.0528,0.0000,1.5784,100.0000,0,0,0,0,0
19.0394,289.0528,0.0000,1.5785,100.0000,0,0,0,0,0
19.0317,290.0527,0.0000,1.5783,100.0000,0,0,0,0,0
19.0243,291.0527,0.0000,1.5781,100.0000,0,0,0,0,0
19.0172,292.0527,0.0000,1.5777,100.0000,0,0,0,0,0
19.0105,293.0527,0.0000,1.5771,100.0000,0,0,0,0,0
19.0045,294.0526,0.0000,1.5765,100.0000,0,0,0,0,0
18.9992,295.0526,0.0000,1.5756,100.0000,0,0,0,0,0
18.9948,296.0526,0.0000,1.5746,100.0000,0,0,0,0,0
18.9916,297.0526,0.0000,1.5734,100.0000,0,0,0,0,0
18.9896,298.0525,0.0000,1.5721,100.0000,0,0,0,0,0
18.9890,299.0526,0.0000,1.5706,100.0000,0,0,0,0,0
18.9900,300.0521,0.0000,1.5689,100.0000,0,0,0,0,0
18.9927,301.0532,0.0000,1.5671,100.0000,0,0,0,0,0
18.9974,302.0514,0.0000,1.5651,100.0000,0,0,0,0,0
19.0042,303.0477,0.0000,1.5630,100.0000,0,0,0,0,0
19.0131,304.0518,0.0000,1.5610,100.0000,0,0,0,0,0
19.0239,305.0536,0.0000,1.5591,100.0000,0,0,0,0,0
19.0365,306.0532,0.0000,1.5574,100.0000,0,0,0,0,0
19.0507,307.0535,0.0000,1.5559,100.0000,0,0,0,0,0
19.0663,308.0533,0.0000,1.5545,100.0000,0,0,0,0,0
19.0833,309.0530,0.0000,1.5533,100.0000,0,0,0,0,0
19.1014,310.0525,0.0000,1.5522,100.0000,0,0,0,0,0
19.1205,311.0519,0.0000,1.5513,100.0000,0,0,0,0,0
19.1404,312.0513,0.0000,1.5506,100.0000,0,0,0,0,0
19.1610,313.0511,0.0000,1.5500,100.0000,0,0,0,0,0
19.1819,314.0511,0.0000,1.5497,100.0000,0,0,0,0,0
19.2031,315.0508,0.0000,1.5497,100.0000,0,0,0,0,0
19.2241,316.0504,0.0000,1.5499,100.0000,0,0,0,0,0
19.2448,317.0511,0.0000,1.5505,100.0000,0,0,0,0,0
19.2647,318.0522,0.0000,1.5516,100.0000,0,0,0,0,0
19.2833,319.0530,0.0000,1.5531,100.0000,0,0,0,0,0
19.3000,320.0555,0.0000,1.5554,100.0000,0,0,0,0,0
19.3140,321.0473,0.0000,1.5586,100.0000,0,0,0,0,0
19.3243,322.0467,0.0000,1.5629,100.0000,0,0,0,0,0
19.3298,323.0496,0.0000,1.5678,100.0000,0,0,0,0,0
19.3302,324.0494,0.0000,1.5729,100.0000,0,0,0,0,0
19.3256,325.0506,0.0000,1.5775,100.0000,0,0,0,0,0
19.3167,326.0498,0.0000,1.5813,100.0000,0,0,0,0,0
19.3047,327.0479,0.0000,1.5837,100.0000,0,0,0,0,0
19.2911,328.0457,0.0000,1.5845,100.0000,0,0,0,0,0
19.2774,329.0438,0.0000,1.5838,100.0000,0,0,0,0,0
19.2651,330.0422,0.0000,1.5821,100.0000,0,0,0,0,0
19.2549,331.0401,0.0000,1.5797,100.0000,0,0,0,0,0
19.2474,332.0377,0.0000,1.5769,100.0000,0,0,0,0,0
19.2426,333.0357,0.0000,1.5741,100.0000,0,0,0,0,0
19.2407,334.0646,0.0000,1.5714,100.0000,0,0,0,0,0
19.2415,335.0562,0.0000,1.5689,100.0000,0,0,0,0,0
19.2445,336.0380,0.0000,1.5667,100.0000,0,0,0,0,0
19.2495,337.0474,0.0000,1.5651,100.0000,0,0,0,0,0
19.2560,338.0445,0.0000,1.5637,100.0000,0,0,0,0,0
19.2638,339.0457,0.0000,1.5625,100.0000,0,0,0,0,0
19.2726,340.0459,0.0000,1.5615,100.0000,0,0,0,0,0
19.2824,341.0464,0.0000,1.5606,100.0000,0,0,0,0,0
19.2929,342.0468,0.0000,1.5599,100.0000,0,0,0,0,0
19.3042,343.0473,0.0000,1.5592,100.0000,0,0,0,0,0
19.3161,344.0477,0.0000,1.5586,100.0000,0,0,0,0,0
19.3285,345.0481,0.0000,1.5581,100.0000,0,0,0,0,0
19.3415,346.0483,0.0000,1.5576,100.0000,0,0,0,0,0
19.3548,347.0484,0.0000,1.5572,100.0000,0,0,0,0,0
19.3686,348.0482,0.0000,1.5568,100.0000,0,0,0,0,0
19.3828,349.0484,0.0000,1.5565,100.0000,0,0,0,0,0
19.3973,350.0487,0.0000,1.5562,100.0000,0,0,0,0,0
19.4121,351.0491,0.0000,1.5559,100.0000,0,0,0,0,0
19.4272,352.0495,0.0000,1.5556,100.0000,0,0,0,0,0
19.4425,353.0496,0.0000,1.5554,100.0000,0,0,0,0,0
19.4580,354.0504,0.0000,1.5552,100.0000,0,0,0,0,0
19.4736,355.0482,0.0000,1.5551,100.0000,0,0,0,0,0
19.4895,356.0535,0.0000,1.5549,100.0000,0,0,0,0,0
19.5053,357.0463,0.0000,1.5549,100.0000,0,0,0,0,0
19.5212,358.0425,0.0000,1.5549,100.0000,0,0,0,0,0
19.5372,359.0568,0.0000,1.5551,100.0000,0,0,0,0,0
19.5527,360.0515,0.0000,1.5555,100.0000,0,0,0,0,0
19.5678,361.0521,0.0000,1.5561,100.0000,0,0,0,0,0
19.5820,362.0504,0.0000,1.5571,100.0000,0,0,0,0,0
19.5952,363.0490,0.0000,1.5584,100.0000,0,0,0,0,0
19.6069,364.0476,0.0000,1.5600,100.0000,0,0,0,0,0
19.6168,365.0466,0.0000,1.5619,100.0000,0,0,0,0,0
19.6247,366.0462,0.0000,1.5640,100.0000,0,0,0,0,0
19.6304,367.0451,0.0000,1.5662,100.0000,0,0,0,0,0
19.6338,368.0438,0.0000,1.5685,100.0000,0,0,0,0,0
19.6350,369.0424,0.0000,1.5706,100.0000,0,0,0,0,0
19.6342,370.0420,0.0000,1.5725,100.0000,0,0,0,0,0
19.6316,371.0402,0.0000,1.5743,100.0000,0,0,0,0,0
19.6272,372.0483,0.0000,1.5758,100.0000,0,0,0,0,0
19.6215,373.0467,0.0000,1.5771,100.0000,0,0,0,0,0
19.6147,374.0442,0.0000,1.5782,100.0000,0,0,0,0,0
19.6068,375.0458,0.0000,1.5790,100.0000,0,0,0,0,0
19.5981,376.0459,0.0000,1.5798,100.0000,0,0,0,0,0
19.5889,377.0457,0.0000,1.5804,100.0000,0,0,0,0,0
19.5790,378.0452,0.0000,1.5809,100.0000,0,0,0,0,0
19.5687,379.0450,0.0000,1.5813,100.0000,0,0,0,0,0
19.5579,380.0453,0.0000,1.5817,100.0000,0,0,0,0,0
19.5468,381.0457,0.0000,1.5820,100.0000,0,0,0,0,0
19.5354,382.0464,0.0000,1.5823,100.0000,0,0,0,0,0
19.5237,383.0470,0.0000,1.5826,100.0000,0,0,0,0,0
19.5118,384.0474,0.0000,1.5828,100.0000,0,0,0,0,0
19.4997,385.0476,0.0000,1.5830,100.0000,0,0,0,0,0
19.4875,386.0475,0.0000,1.5831,100.0000,0,0,0,0,0
19.4751,387.0474,0.0000,1.5832,100.0000,0,0,0,0,0
19.4626,388.0476,0.0000,1.5833,100.0000,0,0,0,0,0
19.4501,389.0479,0.0000,1.5833,100.0000,0,0,0,0,0
19.4375,390.0513,0.0000,1.5833,100.0000,0,0,0,0,0
19.4252,391.0418,0.0000,1.5831,100.0000,0,0,0,0,0
19.4123,392.1021,0.0000,1.5829,100.0000,0,0,0,0,0
19.4012,393.0269,0.0000,1.5822,100.0000,0,0,0,0,0
19.3911,393.9586,0.0000,1.5813,100.0000,0,0,0,0,0
19.3799,395.0546,0.0000,1.5799,100.0000,0,0,0,0,0
19.3703,396.2434,0.0000,1.5736,100.0000,0,0,0,0,0
19.3742,397.1185,0.0000,1.5367,100.0000,0,0,0,0,0
19.3980,397.0571,0.0000,-1.2010,100.0000,0,0,0,0,0
