x,y,z,yaw,velocity,change_flag,steering_flag,accel_flag,stop_flag,event_flag
19.1155,162.1609,0.0000,1.5757,60.0000,0,0,0,0,0
19.1107,163.1603,0.0000,1.5757,60.0000,0,0,0,0,0
19.1057,164.1598,0.0000,1.5758,60.0000,0,0,0,0,0
19.1007,165.1593,0.0000,1.5758,60.0000,0,0,0,0,0
19.0956,166.1586,0.0000,1.5759,60.0000,0,0,0,0,0
19.0905,167.1581,0.0000,1.5759,60.0000,0,0,0,0,0
19.0854,168.1565,0.0000,1.5759,60.0000,0,0,0,0,0
19.0802,169.1584,0.0000,1.5760,60.0000,0,0,0,0,0
19.0751,170.1512,0.0000,1.5760,60.0000,0,0,0,0,0
19.0698,171.1719,0.0000,1.5760,60.0000,0,0,0,0,0
19.0647,172.1664,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0595,173.1522,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0543,174.1624,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0491,175.1592,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0439,176.1604,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0387,177.1609,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0335,178.1615,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0283,179.1620,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0231,180.1621,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0179,181.1619,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0127,182.1619,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0075,183.1619,-0.0000,1.5760,60.0000,0,0,0,0,0
19.0022,184.1620,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9970,185.1621,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9918,186.1620,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9866,187.1618,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9814,188.1616,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9762,189.1615,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9710,190.1614,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9657,191.1614,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9605,192.1614,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9553,193.1616,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9501,194.1613,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9449,195.1625,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9397,196.1596,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9344,197.1665,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9292,198.1680,-0.0000,1.5760,60.0000,0,0,0,0,0
18.9249,198.9947,0.0000,1.5760,60.0000,0,0,0,0,0
